Feature	Gain	Cover	Frequency
mtransferencias_recibidas	0.00686514355917471	0.00615315629964851	0.0104683195592286
numero_de_cliente	0.00680480311997258	0.00625942011078047	0.0116620752984389
cliente_antiguedad	0.00675893111556411	0.00890213723529104	0.0120752984389348
transf_emitidas_vs_ctrx_quarter	0.00646881341505809	0.0066502390446268	0.011386593204775
var_porcentual_egreso_ingreso	0.00634111037675746	0.00590047737749303	0.0112488521579431
mcomisiones	0.00629879257814516	0.00653088574493447	0.00803489439853076
mvr_msaldopesos	0.00626657044398455	0.00784235950681334	0.00927456382001836
ccomisiones_mantenimiento	0.00622879285379909	0.0178309360637379	0.00537190082644628
mcaja_ahorro_dolares	0.0060597209846738	0.0145743254570828	0.0135904499540863
Visa_mpagospesos	0.00594826944107944	0.00600795165242021	0.00922865013774105
Visa_Fvencimiento	0.00576212183023145	0.00670398010579799	0.0103305785123967
Visa_mconsumospesos	0.00571292838344915	0.00736676102280997	0.0108356290174472
Master_mfinanciacion_limite	0.00563866332040866	0.00675735626216219	0.0110651974288338
thomebanking	0.00558846206252377	0.00667657693190542	0.00362718089990817
mvr_msaldopesos2	0.00556707883985539	0.00692475339958757	0.0113406795224977
mcomisiones_mantenimiento	0.00527164865697085	0.0126051637506594	0.00771349862258953
mv_mpagominimo	0.00523787555846197	0.00477089296706763	0.0073921028466483
Visa_mfinanciacion_limite	0.00487354061810518	0.00764751995841937	0.0095959595959596
mvr_mconsumototal	0.00475155852203757	0.00537800039691441	0.00858585858585859
ctarjeta_debito_trx	0.00469135821383999	0.00783007830201899	0.0114325068870523
mvr_mpagospesos	0.00466401937454407	0.00530935513241691	0.00840220385674931
mv_msaldopesos	0.00439797116236137	0.00372400069435499	0.00523415977961433
Master_mlimitecompra	0.00435867590054229	0.00494507223308311	0.0086317722681359
Visa_msaldopesos	0.00435089523392956	0.0106184748423777	0.0106060606060606
mvr_mconsumospesos	0.00432593164903293	0.00607668912404636	0.00835629017447199
mv_mpagospesos	0.00412902899578506	0.00395650391202084	0.00674931129476584
Visa_mpagominimo	0.00408026266857473	0.00649881532084928	0.00977961432506887
mv_mfinanciacion_limite	0.00383883302374776	0.0055997585413121	0.00771349862258953
ctransferencias_recibidas	0.00382442801115154	0.010963537460023	0.00656565656565657
Master_status	0.00377386899159494	0.00816121960509225	0.00165289256198347
mvr_Visa_mlimitecompra	0.0036869664526129	0.00630644378453699	0.00734618916437098
ccallcenter_trx	0.00367497816094248	0.00481598813853775	0.00202020202020202
Visa_cconsumos	0.00366707123388601	0.00381028891008502	0.00684113865932048
mtransferencias_emitidas	0.00351124578201165	0.00775820578801882	0.00752984389348026
mcuenta_debitos_automaticos	0.00341576876458959	0.00733527326930368	0.00853994490358127
mtarjeta_visa_debitos_automaticos	0.00333103511293945	0.00472981567218198	0.0073921028466483
Visa_mlimitecompra	0.00330678510593662	0.007245777422609	0.00711662075298439
mpagomiscuentas	0.00318705951789155	0.00804613726112473	0.00725436179981635
mvr_Master_mlimitecompra	0.00316672414746302	0.00647709367556445	0.00707070707070707
Visa_mconsumototal	0.00308254399572291	0.00440611568057597	0.00638200183654729
mv_mlimitecompra	0.00288028152727675	0.00393726401179429	0.00606060606060606
tcallcenter	0.00284662364199519	0.00423510677030293	0.00202020202020202
ccuenta_debitos_automaticos	0.00281212641789324	0.00827770075081989	0.00564738292011019
ctarjeta_visa_debitos_automaticos	0.00279464320007246	0.00418468908947065	0.00486685032139578
mplazo_fijo_dolares	0.00265702676690176	0.016840737442167	0.00312213039485767
ccaja_ahorro	0.00253985329633443	0.0133785049386275	0.00335169880624426
mv_cconsumos	0.00239488941119516	0.00175564923355139	0.00449954086317723
ctarjeta_debito	0.00235752532413186	0.00331876017321741	0.004178145087236
Visa_mpagado	0.0023472290129659	0.00732521484486588	0.00537190082644628
mdescubierto_preacordado	0.002234316828289	0.00707849603455788	0.00224977043158861
ctransferencias_emitidas	0.00214533074330731	0.010144614560842	0.00449954086317723
Master_mpagospesos	0.00213864198305135	0.00750770844729006	0.00482093663911846
Master_mpagominimo	0.0021053351851553	0.00351153192770511	0.00436179981634527
ccajas_consultas	0.00198188817675473	0.0116359451936365	0.00206611570247934
matm	0.00196833522478332	0.00292881034060493	0.00459136822773186
mv_mconsumototal	0.00185941267955435	0.00223501643870651	0.0039485766758494
mv_mconsumospesos	0.00183354896614138	0.0028216323056017	0.00459136822773186
mvr_mpagado	0.00162217854051212	0.0061082847795117	0.00486685032139578
active_quarter	0.00151277216521295	0.000291084172164144	0.000505050505050505
ctarjeta_master	0.00143600730373508	0.000497508467253103	0.00068870523415978
Master_msaldototal	0.00133349899371386	0.00164131239402826	0.00284664830119376
mv_mpagado	0.00127695047646624	0.00355864192302887	0.0034435261707989
Master_mconsumospesos	0.00125395595829398	0.00252949069423881	0.0034435261707989
cpagomiscuentas	0.00122985230974494	0.00309131265279678	0.00348943985307622
mv_status02	0.0012278018769618	0.00781283556896187	0.00137741046831956
Master_msaldopesos	0.00114779571834805	0.00233775283670425	0.00293847566574839
mv_fultimo_cierre	0.00110597060054841	0.00176702210003587	0.00298438934802571
Visa_mconsumosdolares	0.00109421204428758	0.00167265497035327	0.00229568411386593
ccaja_seguridad	0.00109112996602419	0.00675179048292872	0.00151515151515152
Visa_mpagosdolares	0.00102530183957791	0.0036880516853052	0.00298438934802571
cseguro_accidentes_personales	0.000931977267122369	0.00519296815567172	0.00160697887970615
Master_mconsumototal	0.000905274638901213	0.00254083020920868	0.00238751147842057
Visa_fultimo_cierre	0.000879058398801409	0.00136117340421998	0.00252525252525253
catm_trx	0.000870198544713896	0.0031565227112887	0.00211202938475666
mvr_mconsumosdolares	0.000863868737443324	0.00177056716985431	0.00188246097337006
mv_status07	0.000845606585186436	0.000499586070428378	0.000459136822773186
Master_cconsumos	0.000824818264076559	0.00124062337370903	0.00160697887970615
cmobile_app_trx	0.000820133994066588	0.000841215443921863	0.00133149678604224
mv_Finiciomora	0.000745368834439835	0.00242809620424097	0.00068870523415978
mvr_msaldodolares2	0.000670571580302606	0.00117011827180817	0.00188246097337006
Master_fultimo_cierre	0.000669084937744598	0.000909201525542224	0.00165289256198347
Visa_Finiciomora	0.000654755135987029	0.00254137952827296	0.000642791551882461
mv_status04	0.000641259744448325	0.000532352952612924	0.000872359963269054
mvr_mpagosdolares	0.000610802050259695	0.00485587262631238	0.00266299357208448
cextraccion_autoservicio	0.000576833058140101	0.00276915664013216	0.00523415977961433
ccajas_trx	0.000546941628421531	0.00206646180753854	0.000642791551882461
tmobile_app	0.000541628596591948	0.00566508434917829	0.000964187327823691
mv_status01	0.000490265693324227	0.00087634243622903	0.000321395775941231
cinversion1	0.000444310366353782	0.00339329099911795	0.000505050505050505
ccajas_extracciones	0.000440997379267645	0.000921225727488643	0.000367309458218549
tpaquete7	0.000414578215889641	0.00488637160550295	0.000734618916437098
Visa_delinquency	0.000387031791270975	0.000537938350384413	0.000321395775941231
Master_mpagado	0.000355927777300782	0.00575793888958031	0.00114784205693297
mv_mconsumosdolares	0.000340988380109069	0.000739960245543895	0.000826446280991735
tpaquete9	0.000327775766703451	0.00168926991019406	0.000459136822773186
Visa_status	0.000320968275589157	0.00143222193962372	0.000229568411386593
ctarjeta_master_trx	0.00031188014363436	0.00038972618127916	0.000642791551882461
Visa_msaldodolares	0.000296999940120551	0.000843577515898284	0.000826446280991735
cplazo_fijo	0.000290963518819076	0.00170907678616911	0.000505050505050505
mv_status05	0.000279268030721281	0.000398568256360333	0.000459136822773186
mtarjeta_visa_descuentos	0.000264933869757494	0.00254420263589262	0.00128558310376492
matm_other	0.000246582112560075	0.00123010195177419	0.000780532598714417
mv_status06	0.000210798683963231	6.12588849366821e-05	0.000137741046831956
mtarjeta_master_consumo	0.000203622083235735	0.00076982358410294	0.000780532598714417
mvr_msaldodolares	0.000193408349258397	0.00102570817536928	0.00068870523415978
internet	0.000191187181873018	0.00216159994576494	0.000367309458218549
catm_trx_other	0.000185524983844904	0.000810757663661111	0.000321395775941231
mv_mpagosdolares	0.000173156272330634	0.00125693422621067	0.00105601469237833
Master_mconsumosdolares	0.000151952826561301	0.000294370277280843	0.000734618916437098
mv_status03	0.000116812949675403	6.03858599952306e-05	0.000137741046831956
tpaquete1	0.000115138263567404	0.00215297367460188	0.000321395775941231
Master_mpagosdolares	0.00010939827373613	0.00016750307753063	0.000321395775941231
mttarjeta_master_debitos_automaticos	8.90380998630719e-05	0.000200938951861322	0.000183654729109275
ctarjeta_master_debitos_automaticos	8.62952070811924e-05	0.00055583634261107	0.000183654729109275
ctarjeta_visa_descuentos	8.07656176887988e-05	0.000815379791216301	0.000505050505050505
mv_msaldodolares	6.64158748526304e-05	0.000742746077941336	0.000550964187327824
cseguro_vivienda	5.54011745238906e-05	0.000108672967599604	9.18273645546373e-05
Master_msaldodolares	4.84391862372216e-05	4.66862349027454e-05	9.18273645546373e-05
minversion2	4.82593521220029e-05	0.000592148294614049	0.000137741046831956
minversion1_pesos	4.62799594595813e-05	0.000305468484233183	4.59136822773186e-05
Master_madelantopesos	4.33497807842829e-05	0.000157964544350097	0.000321395775941231
mcheques_depositados	4.31954164752752e-05	0.000938087860908364	0.000137741046831956
Master_cadelantosefectivo	3.99198312235072e-05	4.69824748266986e-05	0.000137741046831956
cseguro_vida	2.88021991204968e-05	0.000181159541839493	0.000183654729109275
mcaja_ahorro_adicional	2.71404153815728e-05	0.000102948278208243	4.59136822773186e-05
Visa_madelantopesos	2.37032547311481e-05	3.18094975296513e-05	0.000137741046831956
ccheques_depositados	1.99464268033337e-05	0.000303755785864898	4.59136822773186e-05
Visa_cadelantosefectivo	1.90136738694141e-05	4.52305393823925e-05	4.59136822773186e-05
Visa_madelantodolares	1.54832588700278e-05	9.01668006946328e-06	4.59136822773186e-05
Master_madelantodolares	5.25360783741284e-06	2.60455710622703e-05	9.18273645546373e-05
Master_delinquency	4.6862286620199e-06	1.92202816885404e-05	4.59136822773186e-05
mcajeros_propios_descuentos	2.47446972592472e-06	0.000159200512244736	9.18273645546373e-05
ccajeros_propios_descuentos	2.07470366593226e-06	0.000104413782997601	9.18273645546373e-05
mforex_sell	9.0629367337888e-07	0.000133586549018689	0.000137741046831956
cforex	7.21777170135159e-14	2.26378310099079e-05	4.59136822773186e-05
