fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	max_depth	neg_bagging_fraction	pos_bagging_fraction	bagging_freq	scale_pos_weight	ganancia	iteracion
20220531 033850	binary	custom	TRUE	TRUE	FALSE	-100	31	57	TRUE	240007	0.230588572179383	0.1921508554466	1885	310	0.0408364884806225	6	0.243959487192115	0.823617019949537	4	0.697018325243717	12185000	127
20220531 033903	binary	custom	TRUE	TRUE	FALSE	-100	31	75	TRUE	240007	0.0907150150082563	0.314677856998336	326	176	0.0397956985973992	5	0.4088301279252	0.834128443156346	11	0.781259876045074	13564000	128
20220531 033937	binary	custom	TRUE	TRUE	FALSE	-100	31	258	TRUE	240007	0.0738966733392442	0.255519742931854	5069	789	0.0412835047074608	8	0.888155794001168	0.944773503372933	28	1.16019913270321	13188000	129
20220531 033951	binary	custom	TRUE	TRUE	FALSE	-100	31	57	TRUE	240007	0.194624517052403	0.624261480723226	6630	375	0.0215220761775011	14	0.92999436135634	0.931130345803279	18	0.961721175396227	13382000	130
20220531 034016	binary	custom	TRUE	TRUE	FALSE	-100	31	304	TRUE	240007	0.222451380879399	0.685569342665469	6356	759	0.0181292490139105	25	0.749309623790025	0.865494884924393	15	1.45362768440583	11981000	131
20220531 034053	binary	custom	TRUE	TRUE	FALSE	-100	31	70	TRUE	240007	0.056696399910537	0.622948316042885	190	579	0.0436491192578698	26	0.459076046221162	0.88096892649183	12	1.91085348056706	12665000	132
20220531 034128	binary	custom	TRUE	TRUE	FALSE	-100	31	154	TRUE	240007	0.0762149248034318	0.302333380488193	3979	642	0.0200818050844222	14	0.928789912794967	0.955333183124882	9	0.639884425851929	13610000	133
20220531 034155	binary	custom	TRUE	TRUE	FALSE	-100	31	142	TRUE	240007	0.0870437740051372	0.263458972236331	3758	317	0.0201962388141886	26	0.968713652959132	0.90990887484835	24	0.666134213479935	13645000	134
20220531 034228	binary	custom	TRUE	TRUE	FALSE	-100	31	268	TRUE	240007	0.0841140426798166	0.213712855631131	4200	240	0.0344352001593713	17	0.880993551173009	0.879797790650436	17	1.10358557587875	13374000	135
20220531 034255	binary	custom	TRUE	TRUE	FALSE	-100	31	127	TRUE	240007	0.15037390220322	0.675652256512222	1837	914	0.0120507228397433	27	0.976488801816998	0.925646466733194	7	1.07713581312426	13044000	136
20220531 034308	binary	custom	TRUE	TRUE	FALSE	-100	31	40	TRUE	240007	0.251828493956211	0.283914064683874	4121	216	0.0419726754001236	27	0.710118761076106	0.855767661298408	26	0.458002473136413	10486000	137
20220531 034335	binary	custom	TRUE	TRUE	FALSE	-100	31	396	TRUE	240007	0.199222084387907	0.193076668541366	384	186	0.0444097625936918	6	0.393321471939026	0.948027790163145	26	4.14628075196764	11607000	138
20220531 034355	binary	custom	TRUE	TRUE	FALSE	-100	31	88	TRUE	240007	0.0956845006437729	0.28566461033462	4690	457	0.0446376191562086	19	0.916593716359464	0.967860960513331	25	0.873611064191813	12492000	139
20220531 034425	binary	custom	TRUE	TRUE	FALSE	-100	31	291	TRUE	240007	0.0809955426352564	0.1679338099811	5927	369	0.0466287159718034	9	0.775713269238114	0.918640640954513	20	2.46942408193089	12769000	140
20220531 034439	binary	custom	TRUE	TRUE	FALSE	-100	31	27	TRUE	240007	0.239159150655082	0.342809355675093	3922	410	0.0176421805184417	29	0.963514868211655	0.951727931680732	11	0.488936754769147	12919000	141
20220531 034535	binary	custom	TRUE	TRUE	FALSE	-100	31	490	TRUE	240007	0.159943381002702	0.57394113932647	4987	847	0.0318430309593908	21	0.892012077615163	0.954324474860378	30	7.40381880411226	12290000	142
20220531 034554	binary	custom	TRUE	TRUE	FALSE	-100	31	65	TRUE	240007	0.168433666680078	0.34791319726788	651	1015	0.0455532916755752	29	0.590169540260179	0.93304374714455	24	2.30011704343751	12007000	143
20220531 034610	binary	custom	TRUE	TRUE	FALSE	-100	31	77	TRUE	240007	0.202972182076931	0.680519418733456	5254	221	0.0216550432251825	26	0.972900636323059	0.881712449598875	10	1.38065291390783	13026000	144
20220531 034715	binary	custom	TRUE	TRUE	FALSE	-100	31	419	TRUE	240007	0.0344522365869402	0.265798826177968	1833	859	0.042825120951542	26	0.9202450573532	0.928947805176238	18	2.04743670701769	13811000	145
20220531 034736	binary	custom	TRUE	TRUE	FALSE	-100	31	85	TRUE	240007	0.165742907875963	0.338030267073252	2122	441	0.0346894090390331	9	0.88376139702144	0.857783345957673	10	1.21883571094347	12871000	146
20220531 034805	binary	custom	TRUE	TRUE	FALSE	-100	31	194	TRUE	240007	0.16726138263796	0.545965555127524	1578	802	0.0455156421275104	18	0.627118185857693	0.874108860167707	23	5.00802029232409	12025000	147
20220531 034818	binary	custom	TRUE	TRUE	FALSE	-100	31	94	TRUE	240007	0.222153443288997	0.425113374317847	6306	329	0.0366281714375576	9	0.520711811697805	0.87001716831939	19	0.962581384482186	13099000	148
20220531 034842	binary	custom	TRUE	TRUE	FALSE	-100	31	113	TRUE	240007	0.0558714314270792	0.435402440069112	4517	830	0.0497604368924317	26	0.662088543040557	0.911889320914003	27	1.11807466863608	13303000	149
20220531 034855	binary	custom	TRUE	TRUE	FALSE	-100	31	58	TRUE	240007	0.204630771092625	0.366961894118799	7934	386	0.0444642128532043	15	0.644197894475304	0.888667873227437	8	1.39444827090104	12775000	150
20220531 034913	binary	custom	TRUE	TRUE	FALSE	-100	31	9	TRUE	240007	0.0676916024426353	0.312069047754092	1738	470	0.0363843853819344	27	0.929942764240632	0.958705433674192	25	4.17137726916582	11456000	151
20220531 034947	binary	custom	TRUE	TRUE	FALSE	-100	31	156	TRUE	240007	0.0508244823682538	0.262968946784748	1426	863	0.0487938911681421	26	0.816892030956917	0.910745054047986	21	1.66343744845052	13859000	152
20220531 035009	binary	custom	TRUE	TRUE	FALSE	-100	31	130	TRUE	240007	0.0727457075157236	0.631240113750336	6861	64	0.0331911328416954	8	0.864825046617905	0.918851553673196	7	1.39626371544188	13544000	153
20220531 035022	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.07581815821653	0.119845801937547	5694	902	0.0214563026715167	26	0.914403220943785	0.953978412535097	18	0.0179280547579834	0	154
20220531 035101	binary	custom	TRUE	TRUE	FALSE	-100	31	326	TRUE	240007	0.209846747902055	0.493200373100166	3619	687	0.0437456208144737	24	0.765644567115336	0.89136919724714	29	6.30997553229193	12465000	155
20220531 035141	binary	custom	TRUE	TRUE	FALSE	-100	31	165	TRUE	240007	0.0685490077587556	0.38175572268174	3718	384	0.0207369434642928	13	0.991535380112838	0.952668068872672	10	0.916662018627046	13691000	156
20220531 035153	binary	custom	TRUE	TRUE	FALSE	-100	31	51	TRUE	240007	0.248105293565659	0.55075171703438	590	765	0.0488931374564415	7	0.46239597385437	0.839315791603636	20	0.943012736531995	12235000	157
20220531 035205	binary	custom	TRUE	TRUE	FALSE	-100	31	70	TRUE	240007	0.127459227245958	0.695376502985186	6931	244	0.0392386855263092	8	0.64885461391496	0.97697527580419	14	1.13932207986199	13909000	158
20220531 035230	binary	custom	TRUE	TRUE	FALSE	-100	31	22	TRUE	240007	0.18498340010158	0.760935611415876	343	660	0.0328115346643068	27	0.964627307502799	0.833553647462976	24	4.12071855791399	10672000	159
20220531 035253	binary	custom	TRUE	TRUE	FALSE	-100	31	119	TRUE	240007	0.0847774696192223	0.279927652028143	4561	696	0.0470409126302241	20	0.856590787011681	0.939202331160767	17	2.03798059024762	13431000	160
20220531 035322	binary	custom	TRUE	TRUE	FALSE	-100	31	123	TRUE	240007	0.0869193501190483	0.294348746271569	1568	274	0.0255135553422241	28	0.922371689307919	0.944482202959893	12	1.30763660116574	13452000	161
20220531 035521	binary	custom	TRUE	TRUE	FALSE	-100	31	1001	TRUE	240007	0.0110636344933438	0.648423738822527	1836	1005	0.0430732446621724	10	0.707550002212421	0.985095867089127	17	1.68674151439174	13548000	162
20220531 035549	binary	custom	TRUE	TRUE	FALSE	-100	31	247	TRUE	240007	0.0486020248233925	0.27670703448916	2739	262	0.0471435069256873	7	0.504601917167574	0.825599141294164	15	0.899679017420397	13695000	163
20220531 035609	binary	custom	TRUE	TRUE	FALSE	-100	31	119	TRUE	240007	0.234563846637549	0.258738268187436	1401	318	0.0415079678052668	9	0.736891190619527	0.860613103704602	8	4.29452285288299	11937000	164
20220531 035706	binary	custom	TRUE	TRUE	FALSE	-100	31	66	TRUE	240007	0.0595433162799061	0.685826432337682	70	922	0.0468439611161293	21	0.5342816167545	0.985237867597285	11	7.6187679044199	11258000	165
20220531 035913	binary	custom	TRUE	TRUE	FALSE	-100	31	847	TRUE	240007	0.0105903487918427	0.453654890800206	4556	765	0.0415547899762349	7	0.827640553305379	0.970787387052625	10	1.68009509810022	13225000	166
20220531 035928	binary	custom	TRUE	TRUE	FALSE	-100	31	64	TRUE	240007	0.135272879965175	0.722525891956487	5592	127	0.031345091916537	8	0.834833773749251	0.955093217249677	16	1.00315125093237	13149000	167
20220531 035940	binary	custom	TRUE	TRUE	FALSE	-100	31	53	TRUE	240007	0.252897194462784	0.70682812261693	1643	1013	0.0426886556714593	12	0.548623843663125	0.962491998975094	10	1.79825910375126	12564000	168
20220531 040032	binary	custom	TRUE	TRUE	FALSE	-100	31	383	TRUE	240007	0.0348483916749135	0.663922751000411	2873	715	0.0326249315178654	15	0.884591776539786	0.906984365970883	13	1.74779757804948	13603000	169
20220531 040051	binary	custom	TRUE	TRUE	FALSE	-100	31	178	TRUE	240007	0.297147505616278	0.806900769563251	2312	755	0.0498991021773596	22	0.534207274492273	0.907972965501163	6	7.56884943230104	9889000	170
20220531 040111	binary	custom	TRUE	TRUE	FALSE	-100	31	94	TRUE	240007	0.19866487575185	0.648273266668833	1928	1014	0.0454039278463721	27	0.738965699860775	0.988879955158384	26	2.14284445588374	12737000	171
20220531 040138	binary	custom	TRUE	TRUE	FALSE	-100	31	127	TRUE	240007	0.0591621068002854	0.546741530630963	7142	326	0.0455654554413584	8	0.567819707470638	0.922779403960584	23	1.05316790165834	13499000	172
20220531 040200	binary	custom	TRUE	TRUE	FALSE	-100	31	225	TRUE	240007	0.229593413230038	0.254689461231583	1345	200	0.0455538821690737	8	0.354987576196364	0.845478537276605	6	3.73448519252541	12309000	173
20220531 040225	binary	custom	TRUE	TRUE	FALSE	-100	31	111	TRUE	240007	0.0989073585170409	0.582672829682514	4229	613	0.0171978890771024	27	0.935412844796157	0.874350860301592	10	0.78267254771602	13529000	174
20220531 040239	binary	custom	TRUE	TRUE	FALSE	-100	31	33	TRUE	240007	0.267042143068276	0.305167094621393	5518	74	0.022798714379599	23	0.958250296243665	0.889410483454639	8	0.902482422980775	13109000	175
20220531 040257	binary	custom	TRUE	TRUE	FALSE	-100	31	48	TRUE	240007	0.14872407826251	0.47410255311281	2935	683	0.0187765879505653	13	0.907498152728176	0.999514465568657	9	0.931940370111092	13298000	176
20220531 040322	binary	custom	TRUE	TRUE	FALSE	-100	31	87	TRUE	240007	0.186552043038504	0.252123230597528	1171	192	0.0227758791120601	15	0.940376886721138	0.945689277457151	7	1.45372813327143	11920000	177
20220531 040358	binary	custom	TRUE	TRUE	FALSE	-100	31	92	TRUE	240007	0.0523214675978259	0.229697622745975	457	337	0.0420517641514355	30	0.867483957090694	0.875036740810314	28	2.73470805655968	12862000	178
20220531 040454	binary	custom	TRUE	TRUE	FALSE	-100	31	598	TRUE	240007	0.0359365821727985	0.630718153862885	740	748	0.0421210602537863	8	0.439035913068138	0.836196841017136	6	1.43911539981047	13364000	179
20220531 040513	binary	custom	TRUE	TRUE	FALSE	-100	31	46	TRUE	240007	0.166373958585149	0.363843050148382	5902	44	0.0197361762236196	29	0.977330417289213	0.89441445621051	29	1.03082680144581	13352000	180
20220531 040632	binary	custom	TRUE	TRUE	FALSE	-100	31	497	TRUE	240007	0.0245775161998624	0.312326047140912	1492	878	0.0431145387994035	11	0.85084701432921	0.978340595788259	23	2.09356796687145	14194000	181
20220531 040646	binary	custom	TRUE	TRUE	FALSE	-100	31	30	TRUE	240007	0.213458143801889	0.294218016027502	7225	291	0.0327673273554307	27	0.998779775057098	0.856718187056772	24	1.50246876816486	13140000	182
20220531 040719	binary	custom	TRUE	TRUE	FALSE	-100	31	297	TRUE	240007	0.287407475361878	0.62026504633849	3586	953	0.0256457579048306	25	0.782437347869343	0.879279359019348	30	7.17784233979359	11716000	183
20220531 040823	binary	custom	TRUE	TRUE	FALSE	-100	31	611	TRUE	240007	0.0790069811998323	0.69298924423794	3561	652	0.0178489837326589	15	0.859811544146065	0.870264775260903	6	1.50545964888008	12710000	184
20220531 040852	binary	custom	TRUE	TRUE	FALSE	-100	31	39	TRUE	240007	0.0230290595125987	0.301358972032664	5617	1021	0.0454333340457831	12	0.867427162366323	0.915857153945948	29	3.27640281320724	12096000	185
20220531 040910	binary	custom	TRUE	TRUE	FALSE	-100	31	83	TRUE	240007	0.136608552116863	0.260482255127213	7937	332	0.041377703869855	10	0.910340666267529	0.892685412468362	12	1.43851077299495	13206000	186
20220531 040943	binary	custom	TRUE	TRUE	FALSE	-100	31	351	TRUE	240007	0.0398900072840712	0.636499009483246	7112	179	0.0370707672280646	7	0.547646321840692	0.873772358988916	4	1.00961437738318	13333000	187
20220531 041019	binary	custom	TRUE	TRUE	FALSE	-100	31	216	TRUE	240007	0.0462391257493872	0.603477397838153	6173	592	0.0352590281146664	9	0.889754169654506	0.99865447815077	25	1.81962500580363	13155000	188
20220531 041029	binary	custom	TRUE	TRUE	FALSE	-100	31	24	TRUE	240007	0.258874744891032	0.716991965647268	5663	606	0.0191222389285558	26	0.888107832989841	0.945763303799248	12	0.811433273754503	12679000	189
20220531 041136	binary	custom	TRUE	TRUE	FALSE	-100	31	524	TRUE	240007	0.0206730836210558	0.274932737834502	1047	702	0.0446509082128587	8	0.662423344100527	0.858099631898242	21	1.24972132009041	14392000	190
20220531 041330	binary	custom	TRUE	TRUE	FALSE	-100	31	944	TRUE	240007	0.0147481107451027	0.261098690610289	1443	1023	0.0456333676268846	8	0.679148747765427	0.929446795011238	10	1.82105838905417	14186000	191
20220531 041402	binary	custom	TRUE	TRUE	FALSE	-100	31	285	TRUE	240007	0.0581678977421402	0.760455267104246	6459	198	0.031158454922748	28	0.962265335244549	0.884707007531283	30	1.23151022206839	13328000	192
20220531 041419	binary	custom	TRUE	TRUE	FALSE	-100	31	56	TRUE	240007	0.158588544763897	0.319894277884529	5039	227	0.0183658648401756	11	0.969184505573326	0.914412442425432	19	0.601446665643757	13354000	193
20220531 041546	binary	custom	TRUE	TRUE	FALSE	-100	31	830	TRUE	240007	0.0101928111627615	0.312660540963391	676	774	0.0450770680501752	8	0.388125497875469	0.821902421415097	23	0.885377042286851	14264000	194
20220531 041632	binary	custom	TRUE	TRUE	FALSE	-100	31	365	TRUE	240007	0.0282573011592373	0.305452761597924	1930	818	0.0433836394453755	11	0.554812512277471	0.884282488389646	14	1.16533636756905	13782000	195
20220531 041651	binary	custom	TRUE	TRUE	FALSE	-100	31	3	TRUE	240007	0.0369115987342941	0.607478745082445	4447	1017	0.0255666042360484	24	0.82694385430263	0.951913829209274	30	8.16704018052204	7802000	196
20220531 041711	binary	custom	TRUE	TRUE	FALSE	-100	31	104	TRUE	240007	0.293934296757019	0.278438826948031	1110	503	0.0147887803091245	28	0.656425315886353	0.955854506002884	10	4.10737292727762	10090000	197
20220531 041930	binary	custom	TRUE	TRUE	FALSE	-100	31	1044	TRUE	240007	0.0101334357154364	0.291368727015387	1348	922	0.0469609344601011	10	0.692913733775335	0.856068916379435	23	1.88606085476198	14064000	198
20220531 041946	binary	custom	TRUE	TRUE	FALSE	-100	31	57	TRUE	240007	0.162928546128977	0.619309829581522	3691	263	0.0231650655677926	28	0.954827733093324	0.843263798604757	25	0.740879901670992	13222000	199
20220531 042012	binary	custom	TRUE	TRUE	FALSE	-100	31	123	TRUE	240007	0.060245382416414	0.24009424522858	1744	663	0.046156020088765	12	0.766599904745833	0.963955020767656	28	1.74045619208842	13326000	200
20220531 042048	binary	custom	TRUE	TRUE	FALSE	-100	31	372	TRUE	240007	0.272731750095297	0.795266642890029	5112	993	0.0289497539767162	25	0.925934222241908	0.86907591782994	30	7.71889351528569	12123000	201
20220531 042112	binary	custom	TRUE	TRUE	FALSE	-100	31	126	TRUE	240007	0.0431751631183198	0.580186336849518	5669	1023	0.0442077489132751	5	0.650314789046104	0.827242034831919	17	1.165228840869	13658000	202
20220531 042130	binary	custom	TRUE	TRUE	FALSE	-100	31	54	TRUE	240007	0.181004000129939	0.71434883884881	492	989	0.0462065201740784	25	0.497718410521379	0.878516180858548	11	4.20586687081946	9808000	203
20220531 042220	binary	custom	TRUE	TRUE	FALSE	-100	31	448	TRUE	240007	0.0234979017493843	0.295097846653345	1116	1013	0.0459338552762084	2	0.827116783458912	0.846236967591099	9	1.1579876561786	12807000	204
20220531 042316	binary	custom	TRUE	TRUE	FALSE	-100	31	556	TRUE	240007	0.169645272065889	0.481774465860623	3674	554	0.0459308821197694	8	0.552451346905236	0.919744389573579	8	6.04029408473573	12138000	205
20220531 042358	binary	custom	TRUE	TRUE	FALSE	-100	31	507	TRUE	240007	0.203275368313446	0.288585126854296	7007	403	0.0441498760119716	11	0.663559784951153	0.823113407170653	26	4.74868194646204	11008000	206
20220531 042434	binary	custom	TRUE	TRUE	FALSE	-100	31	395	TRUE	240007	0.0323302872458642	0.252330945290019	1434	943	0.0448604477269101	5	0.392762420263249	0.852388939647431	11	0.999502214344718	13401000	207
20220531 042536	binary	custom	TRUE	TRUE	FALSE	-100	31	974	TRUE	240007	0.0150140906398389	0.252258369785126	829	269	0.0428441322692937	3	0.398194387822047	0.810567981258341	21	0.712313183845112	13626000	208
20220531 042648	binary	custom	TRUE	TRUE	FALSE	-100	31	435	TRUE	240007	0.0203496108422965	0.222689239306972	605	846	0.0445803502899963	9	0.804376560513445	0.891057386303653	11	2.55075108827279	13591000	209
20220531 042728	binary	custom	TRUE	TRUE	FALSE	-100	31	303	TRUE	240007	0.0748456758192986	0.668362870918042	2630	621	0.0328064752094956	30	0.917243861739643	0.994836803216439	26	1.63399067524976	13296000	210
20220531 042755	binary	custom	TRUE	TRUE	FALSE	-100	31	303	TRUE	240007	0.252232809641774	0.670093033076619	5825	741	0.0385586009142035	27	0.839311524440629	0.921903233849758	30	4.77656441658102	12641000	211
20220531 042838	binary	custom	TRUE	TRUE	FALSE	-100	31	294	TRUE	240007	0.0777282464249665	0.868621475060662	566	682	0.0370746423343868	11	0.650498840666561	0.998295726995519	11	9.47683709170746	12811000	212
20220531 042854	binary	custom	TRUE	TRUE	FALSE	-100	31	95	TRUE	240007	0.0916259976941483	0.660473734605944	7255	161	0.0361768818818	30	0.657682538018837	0.910013139029106	20	1.14620659001909	13305000	213
20220531 042922	binary	custom	TRUE	TRUE	FALSE	-100	31	250	TRUE	240007	0.291230066512374	0.583147897917975	1639	604	0.0436493218805238	13	0.430525388991828	0.822419556400176	8	6.56695545230071	8400000	214
20220531 042941	binary	custom	TRUE	TRUE	FALSE	-100	31	5	TRUE	240007	0.0425361349177076	0.593249329815691	2338	602	0.0454408027279016	22	0.648561120855852	0.881821875561714	9	7.25409020869662	9807000	215
20220531 043032	binary	custom	TRUE	TRUE	FALSE	-100	31	637	TRUE	240007	0.202655476235297	0.581245551816342	5695	957	0.0409673772306648	28	0.606670097250502	0.954669264494277	30	6.21185545663923	11383000	216
20220531 043049	binary	custom	TRUE	TRUE	FALSE	-100	31	7	TRUE	240007	0.0418002367649419	0.340774864799502	374	239	0.0475654572826071	8	0.466073565620953	0.971937474169946	6	4.42397249429276	11682000	217
20220531 043126	binary	custom	TRUE	TRUE	FALSE	-100	31	175	TRUE	240007	0.034723548262559	0.44762035923635	609	1014	0.0458812709006376	8	0.615866615019357	0.94762819463505	23	1.24314412747696	13820000	218
20220531 043150	binary	custom	TRUE	TRUE	FALSE	-100	31	150	TRUE	240007	0.0645703052833339	0.657191144646074	1976	1015	0.020216167937603	6	0.968325946718569	0.898595588454605	12	0.766128292115	13969000	219
20220531 043215	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.0931523505678268	0.211409521983421	514	137	0.042109923512892	8	0.584846069123137	0.961872799104009	29	6.03372538600589	8289000	220
20220531 043232	binary	custom	TRUE	TRUE	FALSE	-100	31	131	TRUE	240007	0.10089177771277	0.67219598625795	6047	760	0.0401347818443592	7	0.6569258060024	0.921432168444847	22	1.35348643068528	13093000	221
20220531 043336	binary	custom	TRUE	TRUE	FALSE	-100	31	97	TRUE	240007	0.026484232428315	0.45941240336556	549	1010	0.0432520944760302	26	0.844281234841573	0.923282117574626	26	1.51460482778783	13474000	222
20220531 043347	binary	custom	TRUE	TRUE	FALSE	-100	31	34	TRUE	240007	0.189419929569218	0.808833741278602	7373	57	0.0400991335061775	27	0.961082801785569	0.99888838971233	23	1.25388717800753	13320000	223
20220531 043423	binary	custom	TRUE	TRUE	FALSE	-100	31	53	TRUE	240007	0.0462068505940648	0.34581304663068	302	361	0.0453741561950057	25	0.659303517310608	0.812345314837478	17	1.09606791023932	13047000	224
20220531 043440	binary	custom	TRUE	TRUE	FALSE	-100	31	108	TRUE	240007	0.156059018437385	0.685902756568589	2964	265	0.0421729752480056	28	0.598968274860916	0.997763664924454	27	1.18206769338357	13384000	225
20220531 043459	binary	custom	TRUE	TRUE	FALSE	-100	31	101	TRUE	240007	0.123433238301753	0.688324272236855	7044	199	0.0328107568712179	25	0.963979567102951	0.9997062045711	6	1.83059583942111	13024000	226
20220531 043513	binary	custom	TRUE	TRUE	FALSE	-100	31	7	TRUE	240007	0.0772672682129376	0.784815221539136	3565	614	0.0387222630826033	30	0.832801363714972	0.992968219647288	29	3.26696720350498	11700000	227
20220531 043551	binary	custom	TRUE	TRUE	FALSE	-100	31	248	TRUE	240007	0.0287300555139596	0.354974195135935	4852	318	0.0431761969053749	6	0.66242501276051	0.828301914323811	13	0.932935319374243	13356000	228
20220531 043608	binary	custom	TRUE	TRUE	FALSE	-100	31	65	TRUE	240007	0.129286644122104	0.687510383506791	3827	1012	0.0294330717606242	7	0.929704910294598	0.897417427077976	8	1.49430018217617	13379000	229
20220531 043618	binary	custom	TRUE	TRUE	FALSE	-100	31	28	TRUE	240007	0.287066513036059	0.720731810205269	7360	182	0.0381530406784987	9	0.609011292551184	0.92133871981813	16	1.04251963989701	13029000	230
20220531 043637	binary	custom	TRUE	TRUE	FALSE	-100	31	116	TRUE	240007	0.0999880469530589	0.714718446127547	7181	165	0.0485457200485015	30	0.854525212558698	0.984648255484909	23	1.47729368240836	13496000	231
20220531 043659	binary	custom	TRUE	TRUE	FALSE	-100	31	23	TRUE	240007	0.0214642888321771	0.247778649773636	320	976	0.0496792812339742	5	0.467487969910952	0.861078470423907	10	2.37664152450123	12875000	232
20220531 043727	binary	custom	TRUE	TRUE	FALSE	-100	31	265	TRUE	240007	0.0505856640465507	0.667276916866153	959	267	0.0455647460589475	6	0.510523554468815	0.878437546485201	5	1.02397427360756	14102000	233
20220531 043742	binary	custom	TRUE	TRUE	FALSE	-100	31	9	TRUE	240007	0.0792319597506633	0.802197811634941	1036	294	0.0362807650346419	7	0.704854167341219	0.933171252294299	2	2.13736954587891	12890000	234
20220531 043814	binary	custom	TRUE	TRUE	FALSE	-100	31	192	TRUE	240007	0.0313820794163952	0.611905352286628	6310	97	0.0459918290082473	27	0.705870760392456	0.965958467077045	7	1.29527664294597	13168000	235
20220531 043842	binary	custom	TRUE	TRUE	FALSE	-100	31	33	TRUE	240007	0.0734295262290348	0.660938590611202	247	814	0.0183099764863894	13	0.965877533707357	0.945158045731421	8	0.644949333099403	13685000	236
20220531 043943	binary	custom	TRUE	TRUE	FALSE	-100	31	411	TRUE	240007	0.0134790852056749	0.692069574163915	6032	970	0.0459512528608594	9	0.948749210756534	0.873960050928202	19	1.26844432864326	13161000	237
20220531 044012	binary	custom	TRUE	TRUE	FALSE	-100	31	196	TRUE	240007	0.0416312067954317	0.658044538137399	720	874	0.0444373197430791	6	0.731556365805426	0.885486784708919	9	2.01980497211532	13722000	238
20220531 044042	binary	custom	TRUE	TRUE	FALSE	-100	31	110	TRUE	240007	0.205115660359475	0.713526608096197	757	637	0.0180006894673615	15	0.714412670414928	0.845355425240055	2	4.08141604416472	10620000	239
20220531 044115	binary	custom	TRUE	TRUE	FALSE	-100	31	305	TRUE	240007	0.237006729448449	0.831513578997837	4572	564	0.0286860867226103	18	0.807486152327566	0.851846369809203	9	4.12629462335588	11952000	240
20220531 044126	binary	custom	TRUE	TRUE	FALSE	-100	31	30	TRUE	240007	0.219772754981129	0.911841765290954	7278	235	0.034425417945613	7	0.949149884153322	0.896522947829666	27	0.846968737060285	12666000	241
20220531 044147	binary	custom	TRUE	TRUE	FALSE	-100	31	118	TRUE	240007	0.195425545992391	0.218127042202989	6918	129	0.0376430165832001	24	0.8922408055277	0.924106022697523	11	3.19148718579172	10867000	242
20220531 044246	binary	custom	TRUE	TRUE	FALSE	-100	31	479	TRUE	240007	0.0204360526282902	0.742504048382451	1326	678	0.0438488142796369	6	0.967922852545422	0.970921030602764	18	1.99897209818558	14345000	243
20220531 044321	binary	custom	TRUE	TRUE	FALSE	-100	31	103	TRUE	240007	0.0581280605868843	0.285159177264004	1012	651	0.0459207322307653	8	0.973950401325874	0.915347653373934	26	2.28098696385491	13936000	244
20220531 044350	binary	custom	TRUE	TRUE	FALSE	-100	31	152	TRUE	240007	0.0956151322465784	0.622548510972314	1304	915	0.0436199621460562	8	0.965255829334779	0.981969740484038	23	1.79758763510637	13489000	245
20220531 044601	binary	custom	TRUE	TRUE	FALSE	-100	31	1057	TRUE	240007	0.0108176809955788	0.65580172182102	1538	383	0.0439225616952768	8	0.921329057076637	0.920809052665215	17	2.24309192979771	14007000	246
20220531 044658	binary	custom	TRUE	TRUE	FALSE	-100	31	71	TRUE	240007	0.0104194301411908	0.723074545843262	1260	879	0.0354889395253176	8	0.980192041529222	0.961433476231266	9	2.2840028143578	13195000	247
20220531 044813	binary	custom	TRUE	TRUE	FALSE	-100	31	373	TRUE	240007	0.0113160239189211	0.253660708798296	1610	708	0.0499810123070188	6	0.898005003346515	0.972823038274633	21	2.79917026940915	13529000	248
20220531 044840	binary	custom	TRUE	TRUE	FALSE	-100	31	147	TRUE	240007	0.0731689192099857	0.783530354607615	4467	110	0.0456081809875111	6	0.961409127731637	0.968937714578078	6	1.87665076450492	13392000	249
20220531 044908	binary	custom	TRUE	TRUE	FALSE	-100	31	144	TRUE	240007	0.0861136229285062	0.722188919642633	3468	27	0.0427254477196721	29	0.969465302582347	0.932129224292247	21	1.87876716050551	13708000	250
20220531 044957	binary	custom	TRUE	TRUE	FALSE	-100	31	437	TRUE	240007	0.213829285004075	0.491441213717285	4314	1021	0.0367729933769652	26	0.730926264804543	0.86961108762266	28	7.51536046865759	12429000	251
20220531 045035	binary	custom	TRUE	TRUE	FALSE	-100	31	286	TRUE	240007	0.184058865075365	0.606825688839787	3592	998	0.0368246716434378	25	0.927406137804974	0.871808157102577	30	6.22344369744709	12266000	252
20220531 045057	binary	custom	TRUE	TRUE	FALSE	-100	31	108	TRUE	240007	0.0858017737246614	0.890636474911809	5147	248	0.0412809752162954	24	0.946124672382022	0.969958669309016	23	1.52145346682478	13333000	253
20220531 045133	binary	custom	TRUE	TRUE	FALSE	-100	31	43	TRUE	240007	0.012204843222967	0.728281612087176	173	669	0.048132471506422	6	0.554455428966149	0.983295722767371	12	2.26536012373312	13117000	254
20220531 045212	binary	custom	TRUE	TRUE	FALSE	-100	31	288	TRUE	240007	0.0359473471470648	0.73935045824167	1071	148	0.0463286185124302	7	0.843745117205743	0.922566333464437	17	1.39725145111636	13670000	255
