fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	lambda_l1	lambda_l2	max_depth	min_gain_to_split	bagging_fraction	bagging_freq	scale_pos_weight	ganancia	iteracion
20220530 035033	binary	custom	TRUE	TRUE	FALSE	-100	31	216	TRUE	240007	0.228794814351956	0.456717178039253	906	835	0.0462061406218305	53.9320190771832	10.8813192797243	22	0.930037410313768	0.43500260777364	27	244.053922199406	6688000	36
20220530 035158	binary	custom	TRUE	TRUE	FALSE	-100	31	1692	TRUE	240007	0.102022197959013	0.723056340892799	1603	114	0.0188187655924089	18.9268513121836	87.6488732921037	4	0.719985493657684	0.759872824472647	24	286.881480724372	7336000	37
20220530 035305	binary	custom	TRUE	TRUE	FALSE	-100	31	809	TRUE	240007	0.178515768466023	0.989631082129199	6260	377	0.0109717909305699	29.1399783988406	97.2238648367541	27	0.37544725103362	0.987818341517899	5	238.304052865488	7663000	38
20220530 035324	binary	custom	TRUE	TRUE	FALSE	-100	31	213	TRUE	240007	0.288869248502597	0.94485582819519	2399	97	0.0140897792501669	84.3134650038943	16.4704442810034	19	0.877510191130568	0.718704299550154	22	89.6511393485162	5627000	39
20220530 035335	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.0546958651917036	0.508264397523211	50	600	0.0325182825455462	95.5301117268391	89.9968750333452	29	0.558302455800003	0.316738624023856	18	71.5559924957351	-4687000	40
20220530 035342	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.0358590571391202	0.735488986421842	4996	196	0.0083847853666359	73.1548958113611	80.3201207532159	2	0.150772986011968	0.225468503209413	23	122.979333965752	-43329000	41
20220530 035510	binary	custom	TRUE	TRUE	FALSE	-100	31	1264	TRUE	240007	0.201931564353775	0.242085390336191	7849	38	0.0404622516817957	33.6343363887863	13.9426259581038	30	0.640471806599332	0.619766032429955	3	259.666845942961	7446000	42
20220530 035535	binary	custom	TRUE	TRUE	FALSE	-100	31	204	TRUE	240007	0.272817733880123	0.279718764231075	1855	747	0.0443415435144642	3.981284526526	73.8257766560613	6	0.142836565568966	0.89801654300148	24	179.213384233163	9084000	43
20220530 035554	binary	custom	TRUE	TRUE	FALSE	-100	31	16	TRUE	240007	0.0167670290266202	0.214297263137996	1711	972	0.0426966727355951	0.449053075377985	30.1991053464008	18	0.973714113608973	0.363879399834938	13	17.5766145501114	11404000	44
20220530 035558	binary	custom	TRUE	TRUE	FALSE	-100	31	2	TRUE	240007	0.181623373948629	0.98302049121509	4784	24	0.023382115287475	4.42919800892317	48.2504339427881	29	0.839166834756422	0.167267637957896	28	269.9021187478	-29028000	45
20220530 035602	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.221134195445726	0.62819382804834	5371	958	0.0357022996982576	87.7554626776449	1.61536014105271	23	0.0631430641903232	0.0606368640631748	14	166.210221146598	0	46
20220530 035607	binary	custom	TRUE	TRUE	FALSE	-100	31	2	TRUE	240007	0.142493371236972	0.700461697170977	3580	1010	0.0178732267457235	63.5649786616947	98.1448589634965	3	0.896102177265372	0.496648819132436	7	297.120692169179	-57827000	47
20220530 035617	binary	custom	TRUE	TRUE	FALSE	-100	31	12	TRUE	240007	0.0626262870516803	0.77730808503693	7484	130	0.0470717805824986	48.9928256084871	56.8246697614086	21	0.087415307018091	0.785958304773279	21	5.35422117279382	11715000	48
20220530 035650	binary	custom	TRUE	TRUE	FALSE	-100	31	252	TRUE	240007	0.15610181175702	0.670650186094311	2712	140	0.0455290499251969	35.7674015290292	42.378012403012	16	0.285478952769863	0.77878233940721	18	98.7387709937851	7701000	49
20220530 035713	binary	custom	TRUE	TRUE	FALSE	-100	31	140	TRUE	240007	0.237715336798514	0.33111174811082	713	222	0.0381395002037532	28.2156374030558	25.9560359980753	13	0.270559811030325	0.625079050488464	2	65.8455507121006	7663000	50
20220530 035726	binary	custom	TRUE	TRUE	FALSE	-100	31	104	TRUE	240007	0.19298836279335	0.614738285482313	1053	261	0.0433767605320425	11.1808700787252	5.4914612331259	23	0.366666207918085	0.372758497632676	13	121.357912763568	5076000	51
20220530 035802	binary	custom	TRUE	TRUE	FALSE	-100	31	639	TRUE	240007	0.220041854084742	0.743469566531606	6561	130	0.0414814041370862	44.9964815186061	70.3711684226827	9	0.144043848678635	0.734052021231953	21	27.9278360605105	6501000	52
20220530 035848	binary	custom	TRUE	TRUE	FALSE	-100	31	599	TRUE	240007	0.24031579042599	0.348808281697505	5607	300	0.0374723720028644	36.690027782093	19.0278638253084	24	0.215677991222299	0.621882781213368	14	165.517915442883	7631000	53
20220530 035916	binary	custom	TRUE	TRUE	FALSE	-100	31	231	TRUE	240007	0.198342507133283	0.77446771272544	585	498	0.0447986544549424	16.4625355294876	69.529527181067	8	0.0209350568415411	0.866835679278587	20	288.817580792453	8059000	54
20220530 040008	binary	custom	TRUE	TRUE	FALSE	-100	31	833	TRUE	240007	0.173113191074886	0.856690311819151	7997	95	0.0356492629075691	32.431102458117	46.5480211264033	18	0.162027633294567	0.789519500933391	13	192.089675067773	7024000	55
20220530 040118	binary	custom	TRUE	TRUE	FALSE	-100	31	988	TRUE	240007	0.135106712297151	0.74046286661825	2145	171	0.0346452427964801	3.7702310490153	43.9672474681417	14	0.484746257331474	0.290500081034726	1	215.978255296807	7762000	56
20220530 040150	binary	custom	TRUE	TRUE	FALSE	-100	31	336	TRUE	240007	0.288090687172412	0.393987742251643	1476	272	0.0175367623415479	67.4569824914328	0.444225093046244	14	0.191528804197996	0.662716187257858	6	201.353717621802	5078000	57
20220530 040219	binary	custom	TRUE	TRUE	FALSE	-100	31	140	TRUE	240007	0.276659312986186	0.550391469125785	855	796	0.0459557634889202	37.6568760974886	31.9435116336818	22	0.246951726041755	0.933511251066727	20	255.944844445197	6721000	58
20220530 040243	binary	custom	TRUE	TRUE	FALSE	-100	31	231	TRUE	240007	0.176922830781981	0.829935074591535	1312	314	0.0299534875845614	27.6171681641979	26.1461162871034	19	0.192993506156626	0.651114640219312	22	169.196212195785	8510000	59
20220530 040313	binary	custom	TRUE	TRUE	FALSE	-100	31	542	TRUE	240007	0.295857607470956	0.810583524616444	5978	369	0.0491897423410944	11.7773172300878	1.55478400170689	15	0.610433200807243	0.609695085913336	1	180.330822798132	5601000	60
20220530 040339	binary	custom	TRUE	TRUE	FALSE	-100	31	141	TRUE	240007	0.237687182435021	0.539675946256899	1525	840	0.0435582246378967	52.3304856201867	17.3241733907731	17	0.00885543777385846	0.840249975983506	12	244.644224793188	7551000	61
20220530 040347	binary	custom	TRUE	TRUE	FALSE	-100	31	6	TRUE	240007	0.154124194550334	0.32786186280892	1771	627	0.0203838712903719	6.63138115309674	24.9677125770937	26	0.583739919203283	0.407491940077432	19	18.2065931596114	-3459000	62
20220530 040409	binary	custom	TRUE	TRUE	FALSE	-100	31	486	TRUE	240007	0.231900244448681	0.685151678747521	6811	343	0.0365568412039628	0.835501742765817	73.6697427250983	25	0.488118000817261	0.290040240707574	3	13.8113823135864	755000	63
20220530 040440	binary	custom	TRUE	TRUE	FALSE	-100	31	259	TRUE	240007	0.182942243691877	0.706494509544043	55	690	0.0177927843903292	67.0088585974385	57.4278113709127	8	0.00484437459721373	0.748968490043873	21	286.335319911375	7529000	64
20220530 040507	binary	custom	TRUE	TRUE	FALSE	-100	31	271	TRUE	240007	0.254116696202253	0.413623260296614	1399	284	0.0394816395960391	78.7740423657923	64.2312402457855	14	0.353361154104905	0.616368085486945	20	109.847229892081	7970000	65
20220530 040649	binary	custom	TRUE	TRUE	FALSE	-100	31	1740	TRUE	240007	0.254906865603354	0.57543541185483	526	416	0.03686074807266	62.56770147055	17.1999650587351	2	0.572469190299335	0.675578594714301	20	289.168855521086	4117000	66
20220530 040734	binary	custom	TRUE	TRUE	FALSE	-100	31	447	TRUE	240007	0.193479662268337	0.426335326383783	792	402	0.0117971302794723	18.3496923832922	41.9162075850512	20	0.295320374243848	0.607618619425673	15	18.5902494527996	6393000	67
20220530 040748	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.121318099098139	0.669129891324363	6180	227	0.0497354956852318	84.3821788298351	34.5036236444491	29	0.363782362071858	0.796422405029987	12	22.6358575795039	5471000	68
20220530 040835	binary	custom	TRUE	TRUE	FALSE	-100	31	620	TRUE	240007	0.298875451709105	0.468502180295612	4707	273	0.0379015339600476	30.3475533116154	58.3788031756241	29	0.322956317750487	0.576776262741332	24	71.3520193703513	7624000	69
20220530 040921	binary	custom	TRUE	TRUE	FALSE	-100	31	578	TRUE	240007	0.25818111934922	0.709313902462972	6107	530	0.0406685790395812	46.3224219438929	70.2995385787923	21	0.0364756348304765	0.828184140812249	4	152.847460616402	7488000	70
20220530 040951	binary	custom	TRUE	TRUE	FALSE	-100	31	238	TRUE	240007	0.172329765558846	0.310656607972328	2232	476	0.0309380480836583	13.5996085828882	7.03557886739386	30	0.00175175261516871	0.618644781455044	2	264.186373744385	6830000	71
20220530 041002	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.0563972493826909	0.89964825365444	1316	512	0.045688532734536	18.1443852630743	29.5816839105232	12	0.886004774472646	0.222346718985968	1	154.106081672841	-6794000	72
20220530 041016	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.038065230525019	0.872208951849723	5146	126	0.0348627346009528	13.1503192630187	88.5223764100255	24	0.0896980012874499	0.762996102753052	20	161.347402628216	-6728000	73
20220530 041038	binary	custom	TRUE	TRUE	FALSE	-100	31	291	TRUE	240007	0.136126211413183	0.912041624453686	741	283	0.0406565360644886	69.4010720975448	49.4047479477742	6	0.0520630301436748	0.788338422950666	21	35.6810058925238	6066000	74
20220530 041052	binary	custom	TRUE	TRUE	FALSE	-100	31	227	TRUE	240007	0.229123830271259	0.808378197375689	6699	251	0.0202781790406098	69.5724357688868	50.6431122151329	13	0.316166269671931	0.635319230753055	22	15.1983985092337	-8836000	75
20220530 041115	binary	custom	TRUE	TRUE	FALSE	-100	31	172	TRUE	240007	0.213357625710192	0.795394459747141	1027	264	0.0225681221242162	27.5049960816704	40.7757703931491	15	0.735638295840763	0.723997397511819	8	233.330363363997	6432000	76
20220530 041140	binary	custom	TRUE	TRUE	FALSE	-100	31	190	TRUE	240007	0.233052302013279	0.297767445157154	152	601	0.0441974267924694	31.6471658469408	79.9246597536727	28	0.309694786607915	0.610973537918981	24	165.558457535685	8696000	77
20220530 041158	binary	custom	TRUE	TRUE	FALSE	-100	31	112	TRUE	240007	0.275915691043033	0.457369595665072	818	239	0.0489511360602412	37.4057933064945	49.3235051413539	23	0.180832177629449	0.578239820066796	19	249.048623250346	5109000	78
20220530 041221	binary	custom	TRUE	TRUE	FALSE	-100	31	169	TRUE	240007	0.25668292390437	0.336451757532242	63	139	0.0135700774242411	33.3664588807588	75.8989944785946	8	0.43509140588178	0.709600907798682	24	144.365006303517	7981000	79
20220530 041238	binary	custom	TRUE	TRUE	FALSE	-100	31	154	TRUE	240007	0.284777859544285	0.606459194515913	6908	456	0.0444461845490833	52.0457204844824	43.6535894502441	19	0.0591300899235786	0.789304447736771	17	8.97893432093724	7547000	80
20220530 041256	binary	custom	TRUE	TRUE	FALSE	-100	31	112	TRUE	240007	0.274455179623885	0.699034514624029	1224	149	0.0493520933062569	44.2224455082661	54.673838468427	10	0.821220580642666	0.854393680812691	15	198.62137483534	7486000	81
20220530 041334	binary	custom	TRUE	TRUE	FALSE	-100	31	438	TRUE	240007	0.164787874544978	0.6470740138581	3940	179	0.0475754258663515	47.7268434863474	0.0682641250023158	7	0.520359934795218	0.784345477399702	6	144.268599628787	5867000	82
20220530 041349	binary	custom	TRUE	TRUE	FALSE	-100	31	114	TRUE	240007	0.28534046304766	0.73605860941004	1789	371	0.0453205376640476	32.7901884167554	14.2218547407332	27	0.191711223541067	0.615924649723645	9	105.293527965254	7075000	83
20220530 041408	binary	custom	TRUE	TRUE	FALSE	-100	31	166	TRUE	240007	0.252017719970892	0.757083026125463	546	321	0.0465440004597506	35.6731978034793	6.79844682410116	8	0.544302431676651	0.737739802701813	24	273.843554780301	6029000	84
20220530 041439	binary	custom	TRUE	TRUE	FALSE	-100	31	469	TRUE	240007	0.228605557394409	0.598398824165786	1746	71	0.0322200181027401	89.3142199343379	24.2068187456345	25	0.423796251062093	0.405710883447638	13	127.841806120268	5878000	85
20220530 041450	binary	custom	TRUE	TRUE	FALSE	-100	31	1	TRUE	240007	0.0519583035782929	0.415589778975945	1774	282	0.0216689439143919	16.1491094243655	41.292515136204	25	0.968702437666665	0.336915983592582	9	117.066834855209	-7444000	86
20220530 041530	binary	custom	TRUE	TRUE	FALSE	-100	31	714	TRUE	240007	0.239682593657892	0.857048264745552	2762	762	0.0372250093618618	36.2018224864849	19.5655757300258	3	0.525754283531607	0.883603500818924	11	154.843331466822	6128000	87
20220530 041613	binary	custom	TRUE	TRUE	FALSE	-100	31	465	TRUE	240007	0.233085334441584	0.461344997812034	7674	392	0.034020078604302	46.8200009466238	15.088036611145	18	0.120734618857189	0.698743371629404	5	41.7362588738378	5429000	88
20220530 041630	binary	custom	TRUE	TRUE	FALSE	-100	31	92	TRUE	240007	0.268871777540501	0.452817055710708	1054	347	0.0271832241153651	19.6413437199279	27.7379790100545	28	0.583094049870646	0.604961184764426	13	107.10160018671	7007000	89
20220530 041707	binary	custom	TRUE	TRUE	FALSE	-100	31	337	TRUE	240007	0.245340681051593	0.761504473457183	4229	646	0.0436596868089489	71.694032362432	60.1337413272173	28	0.130899595591018	0.961342757350645	4	239.056685279743	8371000	90
20220530 041739	binary	custom	TRUE	TRUE	FALSE	-100	31	184	TRUE	240007	0.273765595708145	0.790558594479045	909	583	0.0443343375807847	41.4842795520378	69.6005959124602	29	0.505774409851874	0.880959748993716	5	160.804214455366	7199000	91
20220530 041748	binary	custom	TRUE	TRUE	FALSE	-100	31	6	TRUE	240007	0.224201482606714	0.439205536787098	1017	27	0.0201124612398406	51.0471993521336	9.34111596070082	13	0.663053252297209	0.744678317703369	15	4.4983903465699	9150000	92
20220530 041845	binary	custom	TRUE	TRUE	FALSE	-100	31	535	TRUE	240007	0.263698680562374	0.431727765365967	7072	843	0.0359594078095115	42.9568724398949	34.4989657727065	28	0.303278738365729	0.884445834261789	6	297.416704715581	6500000	93
20220530 041918	binary	custom	TRUE	TRUE	FALSE	-100	31	330	TRUE	240007	0.279772002054027	0.331635703840421	1083	84	0.0434448088966791	86.1839424075537	81.166856594623	17	0.16141118823563	0.729678944731989	22	199.440552996402	6076000	94
20220530 041939	binary	custom	TRUE	TRUE	FALSE	-100	31	210	TRUE	240007	0.241491415196423	0.288082118329146	1240	485	0.0363359375203322	77.3495332410804	50.2255279755729	19	0.297915036626873	0.563436401457147	27	180.975206891827	6784000	95
20220530 042001	binary	custom	TRUE	TRUE	FALSE	-100	31	184	TRUE	240007	0.291719431847725	0.249381355979621	1197	758	0.019543961412697	5.52906892092793	31.628356586697	14	0.484056414256727	0.655444669531731	24	148.587944991694	6971000	96
20220530 042025	binary	custom	TRUE	TRUE	FALSE	-100	31	183	TRUE	240007	0.29599437312055	0.487886251341819	124	668	0.0281869016658853	28.240222035519	23.1448918245176	5	0.445513445091429	0.784892141381437	13	84.0705634123965	6950000	97
20220530 042214	binary	custom	TRUE	TRUE	FALSE	-100	31	2214	TRUE	240007	0.0858409491743717	0.904426104238927	6415	507	0.0483428311277415	50.9756922754581	19.3279671720054	27	0.900242388386554	0.972190974537864	1	246.806610037812	8416000	98
20220530 042351	binary	custom	TRUE	TRUE	FALSE	-100	31	1063	TRUE	240007	0.162411019426187	0.846352082807074	6991	394	0.0487973567501547	84.4338829454224	70.7634189922356	17	0.758413461933131	0.911369331573582	2	207.981319718502	7487000	99
20220530 042438	binary	custom	TRUE	TRUE	FALSE	-100	31	418	TRUE	240007	0.264805468664117	0.532755338866416	6066	563	0.0452371361010581	50.6354077325101	95.9519718988727	11	0.69567815325916	0.985385536994914	1	183.409964901332	8390000	100
20220530 042526	binary	custom	TRUE	TRUE	FALSE	-100	31	493	TRUE	240007	0.285316599886265	0.860971111832151	5235	362	0.0486889933798892	29.5631819188633	81.118553763361	30	0.899606370412814	0.952516280496495	4	296.773850220474	8504000	101
20220530 042601	binary	custom	TRUE	TRUE	FALSE	-100	31	759	TRUE	240007	0.233238773487302	0.781834339114687	1781	324	0.0416702079492373	6.41037747728721	5.86749446586727	2	0.553101266977417	0.909709972690532	23	282.228244906879	-73000	102
20220530 042634	binary	custom	TRUE	TRUE	FALSE	-100	31	187	TRUE	240007	0.209119567958906	0.555061593474358	505	940	0.0196390206461531	34.0136833250642	91.894917327723	17	0.678759111162167	0.877042447686027	17	237.62515268029	7262000	103
20220530 042802	binary	custom	TRUE	TRUE	FALSE	-100	31	877	TRUE	240007	0.168801547398939	0.452681906561018	5316	869	0.0499521166634785	38.2258905819407	92.3852040579275	9	0.0101943286704185	0.887634057391094	17	163.053150704107	9541000	104
20220530 043043	binary	custom	TRUE	TRUE	FALSE	-100	31	1825	TRUE	240007	0.0860627941267693	0.883283777467128	6957	838	0.0463020699108392	36.0813528389609	98.3716560191406	24	0.284880332961833	0.949171533847528	2	176.253832013734	8662000	105
20220530 043123	binary	custom	TRUE	TRUE	FALSE	-100	31	460	TRUE	240007	0.260207855013183	0.886012734355295	7850	801	0.0462504937829905	53.1557881946721	55.1368433413499	25	0.91657314969122	0.972596401059932	6	139.521653213981	6900000	106
20220530 043203	binary	custom	TRUE	TRUE	FALSE	-100	31	344	TRUE	240007	0.198899941053425	0.367945212820303	1476	882	0.0434891579049984	88.3575731080505	35.5144866437431	6	0.0737617807575882	0.880068517911354	18	187.904942987714	7395000	107
20220530 043427	binary	custom	TRUE	TRUE	FALSE	-100	31	2375	TRUE	240007	0.156954140953146	0.602795789108826	7909	636	0.0495287831164113	23.031655801198	84.5827761032642	2	0.196802712899905	0.840498038438058	13	84.0520543804582	2325000	108
20220530 043544	binary	custom	TRUE	TRUE	FALSE	-100	31	935	TRUE	240007	0.0756560235355963	0.805355819630841	3449	734	0.0499560648399613	47.4890502843961	86.6018119454346	27	0.119255184859872	0.898329396975109	15	270.327669759881	8825000	109
20220530 043627	binary	custom	TRUE	TRUE	FALSE	-100	31	335	TRUE	240007	0.196110130821319	0.572492272864651	2462	657	0.0464349609827543	51.0454146044694	64.616698413736	24	0.0528404283420677	0.878758678545484	17	145.224715830982	8409000	110
