Feature	Gain	Cover	Frequency	pos
mprestamos_personales_rank_avg12_lag1	0.00106069271248838	0.000137418247410041	0.000382722799343904	72
mcuenta_debitos_automaticos_ratioavg12	0.00105242472531571	0.00337844643352486	0.000984144341170038	73
mes_tend12_lag3	0.00104442392111508	4.0383173455814e-05	0.000218698742482231	74
Visa_status_max12_delta3	0.00103363042419625	2.1612863773961e-05	5.46746856205577e-05	75
mtarjeta_visa_debitos_automaticos_ratioavg12	0.00101957428646691	0.000360346058476854	0.000546746856205577	76
ccallcenter_trx_rank	0.00100540041892271	0.00100545391941132	0.000656096227446692	77
mplazo_fijo_dolares_rank	0.00100211113354975	0.00595526560543545	0.00153089119737562	78
mprestamos_personales_rank	0.00099858315966112	0.000689265352056519	0.000820120284308365	79
mcaja_ahorro_rank_ratioavg12	0.000988709931128413	0.000304808223121429	0.000437397484964461	80
ctarjeta_visa_trx_rank_ratiomax12	0.000982362584070535	0.00057821331303052	0.000656096227446692	81
mpayroll_sobre_edad_rank_delta3	0.000952205937674231	0.000471995641534092	0.000984144341170038	82
mpayroll	0.000951746402711941	0.00256001029207139	0.000492072170585019	83
mcuentas_saldo_avg12_delta1	0.000927266044842629	0.000640219478125231	0.000929469655549481	84
cliente_antiguedad_rank_ratioavg12_delta3	0.000923940850755975	0.000797728033613817	0.0010388190267906	85
ctarjeta_visa_trx_avg12_delta3	0.000920618457610979	0.000703410603417484	0.000820120284308365	86
cproductos_ratiomax12_delta3	0.000885117262171941	0.000292965373055972	0.000382722799343904	87
mcuenta_corriente_tend12	0.000882790495848423	0.00275432688469329	0.00125751776927283	88
mv_status04_delta2	0.000871768587602299	9.94049943493097e-05	0.000273373428102788	89
cproductos_ratiomax12_delta2	0.000857350298067609	0.000188850921511305	0.000328048113723346	90
ccaja_ahorro_rank_max12	0.00084900270673013	0.00237885654791163	0.00153089119737562	91
mv_Finiciomora_delta1	0.000841776215265093	0.00108355663784471	0.000328048113723346	92
mcomisiones_mantenimiento_rank	0.000833290751911075	0.000563693330666914	0.000765445598687808	93
Master_status_max12	0.000828609016266564	0.000483716957220314	0.000218698742482231	94
ccomisiones_mantenimiento_ratioavg12_delta1	0.000819998312593677	0.00192089812717919	0.000874794969928923	95
mcuenta_corriente_rank_tend12	0.000818352003806392	0.000498199804079154	0.00109349371241115	96
ctrx_quarter_avg12_delta1	0.000813829901716979	0.000605717218242401	0.000656096227446692	97
cprestamos_personales_ratioavg12	0.00081045375724548	0.00527286356985073	0.00125751776927283	98
mcomisiones_max12	0.000803313531085874	0.00309160166684536	0.00125751776927283	99
mprestamos_personales_ratiomax12_delta2	0.00079887158780319	9.13668455449046e-05	0.000218698742482231	100
cproductos_rank	0.000770681368842832	0.00078042626434772	0.0010388190267906	101
mpayroll_vs_cpayroll_rank_lag1	0.000756476962279931	0.000271082432883711	0.000328048113723346	102
mactivos_margen_ratioavg12	0.000754945105482554	0.0012308326737927	0.00109349371241115	103
thomebanking_ratioavg12	0.000747620603353944	0.00169780151836343	0.0010388190267906	104
mes_lag3	0.000746927144358766	0.000185687651696216	0.000273373428102788	105
mpayroll_vs_cpayroll_min12_lag3	0.000743928845883671	0.000969000357550768	0.000656096227446692	106
ctrx_quarter_normalizado_rank_delta1	0.000725911693786289	0.0015576183638258	0.000929469655549481	107
mcuentas_saldo_ratioavg12	0.000722883228228828	0.000283154847887723	0.00071077091306725	108
tcallcenter_rank_min12_lag3	0.000722244239419573	0.0048993580388667	0.00153089119737562	109
Visa_mfinanciacion_limite_avg12_delta2	0.000710079324033003	0.000179303720831399	0.000437397484964461	110
mactivos_margen_rank	0.000709999866685164	0.000420701381586956	0.000546746856205577	111
mcomisiones_mantenimiento_avg12_delta1	0.000699047597537498	0.00155677099912613	0.000820120284308365	112
mdescubierto_preacordado_rank_min12	0.000698331304696063	0.000400185703181089	0.000929469655549481	113
mpayroll_min12_delta2	0.000693418143082335	0.00248640096971471	0.00071077091306725	114
mpayroll_sobre_edad_min12_delta2	0.000693344621490491	0.001376154031808	0.000546746856205577	115
mactivos_margen_avg12_delta2	0.000689824687734522	0.000202061033343156	0.000546746856205577	116
mprestamos_personales_rank_max12_lag1	0.000678219187443319	5.97476512139271e-05	0.000328048113723346	117
mpayroll_rank_min12_delta2	0.000672438664844238	0.000706445586943381	0.000601421541826135	118
mv_tarjeta_ctrx_avg12_delta3	0.000671891280584468	0.00151024696356397	0.000656096227446692	119
mcomisiones_mantenimiento_rank_min12_lag1	0.000668918328157233	0.000569867952323049	0.00120284308365227	120
ccaja_ahorro_tend12	0.000667801299465179	0.000227157882655188	0.000328048113723346	121
mtarjeta_visa_consumo	0.000663243096712473	0.000198236076352232	0.000328048113723346	122
ctarjeta_visa_rank_min12_delta3	0.000647343468470819	0.000256626593664701	0.000437397484964461	123
mpagomiscuentas_rank_tend12	0.000646064717072464	0.000822210459119716	0.00125751776927283	124
Master_mfinanciacion_limite_ratioavg12	0.000644031714118975	0.00622583151720741	0.00114816839803171	125
cproductos_ratioavg12_delta2	0.000642621197202783	0.000207546960183626	0.000492072170585019	126
mforex_buy_rank_max12	0.000639011145011393	0.00149853239978771	0.00136686714051394	127
chomebanking_trx_delta3	0.000637449775282848	0.000809091498072291	0.000820120284308365	128
mactivos_margen_tend12_lag2	0.00063603735083349	0.000604954252417203	0.000656096227446692	129
mcomisiones_mantenimiento_max12	0.000629990629479889	0.00164155135650749	0.000765445598687808	130
Visa_status_avg12_delta1	0.000629141821810269	0.000539869216381872	0.000328048113723346	131
mprestamos_personales_ratioavg12_delta3	0.000628456482337674	0.000284005588542368	0.000437397484964461	132
mes_ratioavg12_lag1	0.000627270312093584	0.000817737318772871	0.000492072170585019	133
mactivos_margen_avg12_delta1	0.000623331622062512	0.0010183095559704	0.000929469655549481	134
mcuentas_saldo_delta2	0.000619557516037489	0.00117623335392137	0.000820120284308365	135
mtransferencias_recibidas_rank_min12_lag1	0.00061900631181749	0.000563345607304103	0.00131219245489338	136
mtarjeta_master_descuentos_rank_min12_lag2	0.000617932675154811	0.000780834754900149	0.000984144341170038	137
Master_mpagominimo_max12_delta1	0.000614919098470097	0.00310144257560842	0.000929469655549481	138
Visa_mpagominimo_max12_delta2	0.000613009192851381	0.000194617052615011	0.000328048113723346	139
mpayroll_min12_delta3	0.000609036199849332	0.00524531577722412	0.0010388190267906	140
mactivos_margen_tend12	0.000607386863913492	0.00139347943275895	0.00109349371241115	141
mrentabilidad_avg12_lag1	0.000606863445078234	0.00013166562012625	0.000601421541826135	142
mcomisiones_ratiomax12	0.000606380199717959	0.000569206265147214	0.00114816839803171	143
ccaja_ahorro_tend12_delta1	0.000598859007429309	0.00157343471290124	0.000820120284308365	144
var_porcentual_egreso_ingreso_max12_lag2	0.000597517291667274	0.000147502224931569	0.000601421541826135	145
ccallcenter_trx_ratioavg12	0.000596243725083266	0.000488355519361117	0.000601421541826135	146
cproductos_rank_ratiomax12	0.000594750793272802	0.000648267754794573	0.000765445598687808	147
mactivos_margen	0.000591275345060801	0.00118827538533057	0.000820120284308365	148
ccuenta_corriente_rank_tend12_lag3	0.000591240540737036	0.00194656551288263	0.00131219245489338	149
mrentabilidad_avg12_lag2	0.000578394376090091	0.000150047694985547	0.000492072170585019	150
cproductos_ratiomax12	0.000577759480755655	0.000151371069337217	0.000382722799343904	151
ccaja_ahorro_avg12_delta2	0.000574695851988487	0.000417960106144211	0.000273373428102788	152
mautoservicio_rank	0.000572673071846715	0.00390337704912576	0.00109349371241115	153
chomebanking_trx_rank_delta3	0.000572026185371641	0.00203305410348324	0.000601421541826135	154
Master_mfinanciacion_limite_ratioavg12_delta2	0.000569368633874214	0.00511739409116931	0.000984144341170038	155
ctrx_quarter_tend12_lag3	0.000566460527786794	0.000642288938527205	0.000656096227446692	156
mv_tarjeta_ctrx_ratiomax12	0.000564529583295304	0.000288309931140275	0.000437397484964461	157
mcheques_emitidos_rechazados_rank_avg12_lag2	0.000564372783851624	0.00293090620985684	0.00125751776927283	158
mcuentas_saldo_rank_min12_delta1	0.000560018375569336	0.00146376006350657	0.000656096227446692	159
ccaja_seguridad	0.000556321263629542	0.00115282110614373	0.000492072170585019	160
mcomisiones_mantenimiento_tend12	0.000556061061532875	0.00326558825858523	0.00131219245489338	161
chomebanking_trx_delta1	0.000549545787392009	0.00155043770758599	0.000874794969928923	162
foto_mes	0.000548322339773745	0.000267990058123175	0.000546746856205577	163
mactivos_margen_ratiomax12	0.000544793563829407	0.00486777260408551	0.00131219245489338	164
mrentabilidad_ratioavg12	0.000543294459180719	0.0026972732455524	0.000929469655549481	165
mpasivos_margen_rank_ratiomax12_lag1	0.000542422040622397	0.000553805158534154	0.000820120284308365	166
cprestamos_hipotecarios_rank_min12_lag2	0.000541578309557574	0.00156013345028497	0.0010388190267906	167
mvr_mpagominimo_tend12_delta1	0.00054101151337464	0.00237830289129512	0.000765445598687808	168
cseguro_vivienda_rank_avg12_delta3	0.000539991761805042	0.00024398364226928	0.00120284308365227	169
cpagodeservicios_rank_avg12_lag1	0.000536961026022108	0.00253668919507818	0.00120284308365227	170
cprestamos_hipotecarios_rank_min12	0.000534303427216988	0.00154845939796845	0.00120284308365227	171
ctarjeta_master_rank_max12	0.000532108574315817	4.43465446008671e-05	0.000492072170585019	172
tpaquete9_rank_min12_lag1	0.000531452325267757	0.00110831589165887	0.00109349371241115	173
ctarjeta_visa_debitos_automaticos_rank_max12_lag3	0.000530765833010011	0.00037405581164556	0.000929469655549481	174
cliente_antiguedad_rank_ratioavg12_delta2	0.0005305932023461	0.000281301448604389	0.000656096227446692	175
Visa_mpagominimo_tend12_lag1	0.000527597624878974	0.000552853139230146	0.000601421541826135	176
mpayroll_vs_cpayroll_ratioavg12_delta1	0.000527269707530011	0.00124816145069863	0.000328048113723346	177
ccaja_ahorro_max12	0.000525759398027161	0.000583705991780947	0.000492072170585019	178
mrentabilidad_vs_anual_ratioavg12	0.00052383609345613	0.000294899795258796	0.000656096227446692	179
Visa_fultimo_cierre_ratioavg12_delta3	0.000519738266328848	0.000143930464564051	0.000382722799343904	180
mcomisiones_mantenimiento_tend12_delta2	0.000517499481438089	0.000298052937208949	0.000656096227446692	181
mcuenta_corriente	0.000516097135702305	0.000120136733873817	0.000492072170585019	182
cplazo_fijo_rank_min12_lag1	0.000514698574581923	0.000312333226769064	0.00114816839803171	183
mactivos_margen_rank_tend12_lag1	0.000513778534033996	0.000384447001070154	0.000820120284308365	184
cliente_edad_rank_lag2	0.000511315243691293	0.000742919404533802	0.00071077091306725	185
mtransferencias_recibidas_rank_tend12	0.000508499126596331	0.00266638325749684	0.00120284308365227	186
mcomisiones_mantenimiento_avg12_delta2	0.000505228956793746	0.000411593055054287	0.00071077091306725	187
mcuentas_saldo_ratioavg12_delta2	0.000497333023415869	0.000926723273351875	0.000984144341170038	188
mcuenta_corriente_delta2	0.00049315825277365	0.00324836413628364	0.0010388190267906	189
cliente_edad	0.00049211578426761	0.000663331265909758	0.000656096227446692	190
cproductos	0.000491831815221233	0.00152098925230635	0.000437397484964461	191
mcuenta_debitos_automaticos_ratiomax12	0.000489848651737465	0.00150512901581618	0.000546746856205577	192
mcuentas_saldo_ratiomax12_delta2	0.00048920105292817	0.000489553983378573	0.000601421541826135	193
Visa_mpagominimo_tend12_delta1	0.000488620053562148	0.000273806828551563	0.000656096227446692	194
ccallcenter_trx_ratiomax12	0.000488425372075857	0.00061687812540215	0.000382722799343904	195
Visa_mpagominimo_rank	0.000486987419960602	9.60256634155804e-05	0.000437397484964461	196
mdescubierto_preacordado_rank_tend12_delta3	0.000486141598113276	0.00207871727052582	0.000984144341170038	197
mforex_sell_rank_min12_lag3	0.000480321102145313	0.000527820433062711	0.00120284308365227	198
visa_consumo_vs_trx_tend12_lag3	0.000479058325521566	0.00350883931862412	0.00114816839803171	199
mpayroll_vs_cpayroll_ratioavg12	0.000476851409158802	0.00187029593800269	0.000492072170585019	200
mvr_mpagominimo_max12_lag1	0.000476851189477103	0.000564827651539774	0.000656096227446692	201
ccajas_trx_rank_max12	0.000475667721752919	0.000740603499418379	0.000874794969928923	202
ctarjeta_master_descuentos_rank_min12_lag1	0.000475563621991175	0.000982190213652746	0.0010388190267906	203
cliente_edad_min12	0.000474796466311314	0.000683448581628132	0.000656096227446692	204
ctarjeta_master_trx_rank_min12_lag1	0.00047473702827391	0.000399530767915212	0.00120284308365227	205
ccaja_ahorro_rank	0.000472806721076853	0.000482366575228814	0.000601421541826135	206
tcuentas_rank_avg12_lag1	0.000472805057151116	0.00546194068034561	0.00114816839803171	207
cprestamos_personales_rank	0.000472227064270518	6.28569057493563e-05	0.000656096227446692	208
Visa_mpagominimo_lag1	0.000469676078516278	0.000117402210341029	0.000492072170585019	209
cpagomiscuentas_rank	0.000469317000079641	0.00159864634468255	0.000656096227446692	210
Visa_mfinanciacion_limite_ratioavg12	0.000468446721242815	0.00257781507862932	0.000656096227446692	211
mforex_buy_rank_min12	0.000467848110364777	0.000407754594243448	0.000874794969928923	212
ctarjeta_master_trx_rank_max12_lag3	0.000466777065837387	0.000509654419322054	0.000984144341170038	213
Visa_fechaalta_rank_delta2	0.000465330052395831	0.00281595494283038	0.000820120284308365	214
ctrx_quarter_ratioavg12	0.000463711474616629	0.000137249449661103	0.000492072170585019	215
mtarjeta_visa_debitos_automaticos_avg12_delta2	0.000463668310425453	0.000221651700084846	0.000437397484964461	216
ccallcenter_trx_tend12_delta1	0.000460180613327454	0.000315753069162538	0.000546746856205577	217
ctrx_quarter_normalizado_tend12_lag3	0.000459938905275964	0.0034786245215643	0.000820120284308365	218
ctrx_quarter_rank_delta1	0.000459772070620037	0.000125389719820753	0.000382722799343904	219
ctrx_quarter_normalizado_ratioavg12_lag3	0.000458978109422813	0.000178159272093602	0.000601421541826135	220
minversion2_rank_min12_lag3	0.000456759624426044	0.000798281690230332	0.000984144341170038	221
mprestamos_personales_rank_max12_delta3	0.00045661289390814	0.00277599713970189	0.00109349371241115	222
mextraccion_autoservicio_rank_max12	0.000454322711656405	0.000332244609233734	0.000765445598687808	223
cprestamos_personales_rank_avg12_delta3	0.000449269806381568	0.000338972887506384	0.00071077091306725	224
ctrx_quarter_delta1	0.000443631236223446	0.00104191423318182	0.0010388190267906	225
mcuentas_saldo_rank_delta3	0.000443511750042535	0.000512105362636627	0.000601421541826135	226
mcomisiones_mantenimiento_ratioavg12_lag1	0.000442688508102473	0.000298903677863594	0.000656096227446692	227
cliente_antiguedad_rank_tend12_delta3	0.000442106835009657	0.00156792177842094	0.000601421541826135	228
thomebanking_rank_max12_lag3	0.000440319701009534	0.000267254099937808	0.000765445598687808	229
cprestamos_personales_rank_min12_lag2	0.000438412540324518	0.000175279582496728	0.000765445598687808	230
cinversion2_rank_max12_lag1	0.0004379173348183	0.000572335775412515	0.000874794969928923	231
mcuenta_debitos_automaticos_rank	0.000435075546503063	0.000861793531245566	0.00071077091306725	232
mvr_mpagominimo_max12_delta1	0.000434263125517957	0.000986011794688692	0.000437397484964461	233
mttarjeta_master_debitos_automaticos_rank_max12_delta3	0.000433493738220049	0.00370934066076709	0.0010388190267906	234
ccaja_seguridad_rank_min12_lag3	0.000433161637674781	0.000505799078736321	0.000984144341170038	235
ccomisiones_mantenimiento_rank_max12	0.000432538521955783	0.000338692683243148	0.000765445598687808	236
ctarjeta_debito_rank_min12	0.000432225942086995	0.000504921330441846	0.000984144341170038	237
mes_ratioavg12_delta3	0.000431642716540592	0.000110879865322083	0.000164024056861673	238
chomebanking_trx_max12_delta3	0.000431341631353554	0.00207279246953811	0.000820120284308365	239
cliente_edad_rank_min12	0.000429263744275193	0.000859757830393379	0.000656096227446692	240
catm_trx_other_rank_min12_lag3	0.000429124760255997	0.000609292354564898	0.000874794969928923	241
mcuentas_saldo_ratiomax12	0.000428613881221856	6.2455167106885e-05	0.000546746856205577	242
mvr_mpagominimo_rank	0.00042850882769353	0.000868930300070644	0.000601421541826135	243
Visa_fechaalta_tend12	0.000427732620475166	0.00264618154290399	0.00071077091306725	244
mtarjeta_visa_debitos_automaticos_tend12_delta2	0.000427186318854659	0.00255973683971811	0.00071077091306725	245
mcuentas_saldo_rank_min12_delta2	0.000427002975989108	0.000424445315658391	0.000601421541826135	246
cproductos_rank_min12_delta3	0.000424213855817346	0.000691999875589307	0.000765445598687808	247
mcomisiones_max12_lag2	0.000423620602127661	0.00053798205754875	0.000492072170585019	248
mcaja_ahorro_adicional_rank_max12_lag1	0.000423285566874156	0.00141378917791111	0.000984144341170038	249
mprestamos_personales_avg12_delta1	0.000422969392164504	0.000545797393324558	0.000492072170585019	250
mactivos_margen_max12_lag1	0.000422150969627647	0.000218066435897412	0.000656096227446692	251
ccaja_seguridad_rank_min12_lag2	0.00041964479295849	0.000168173197266458	0.000437397484964461	252
mactivos_margen_ratioavg12_lag1	0.000419030829918578	0.000890836871927757	0.000984144341170038	253
mtransferencias_recibidas_rank_lag1	0.000418821741336731	0.000743682370358999	0.000492072170585019	254
cforex_sell_rank_max12_lag3	0.000418470263669359	0.000835477962186205	0.000929469655549481	255
mtransferencias_emitidas_lag2	0.000416245125144709	0.00108923837007395	0.000546746856205577	256
ccomisiones_otras_rank	0.000415919270846154	0.00556672357097607	0.0010388190267906	257
ccallcenter_trx_rank_min12_lag1	0.000412452435896791	0.000145399004979807	0.000820120284308365	258
cproductos_tend12_delta1	0.000411385502788518	0.000905721457429068	0.000601421541826135	259
Master_Fvencimiento_ratioavg12_delta2	0.000409810728669992	0.000921865274137453	0.000656096227446692	260
mpayroll2_rank_min12_lag2	0.000409428335153674	0.000316040025335732	0.000984144341170038	261
mtarjeta_master_descuentos_rank_avg12	0.000408276143795679	0.000442013785367808	0.00114816839803171	262
ccajas_extracciones_rank_max12_lag2	0.000408232518490442	0.00157929874669933	0.000929469655549481	263
mes_ratioavg12_delta1	0.000408071331394222	0.000631246189791713	0.000492072170585019	264
ccuenta_debitos_automaticos_rank_avg12_delta1	0.000407865998064382	0.000165877547880908	0.000656096227446692	265
internet_rank_min12	0.000407466822280083	0.00099782426115934	0.00109349371241115	266
mes_ratioavg12_lag2	0.000407295316669228	0.00237418085026606	0.000656096227446692	267
cseguro_vivienda_rank_max12_lag2	0.000405373592283881	0.000615385953301542	0.000929469655549481	268
mcaja_ahorro_dolares_rank_min12	0.000404812427347657	0.00238001787642432	0.000874794969928923	269
pasivos_vs_activos_ratioavg12	0.000404745577771758	0.000310334661421644	0.000874794969928923	270
mrentabilidad_ratiomax12_lag1	0.000404291177053523	0.000513570527097405	0.000984144341170038	271
mtransferencias_recibidas_rank_max12_lag2	0.000403359440630211	0.000698164369380506	0.000656096227446692	272
mactivos_margen_min12_delta3	0.000402041076380218	0.000197219913903628	0.000601421541826135	273
mtransferencias_recibidas_rank_max12_lag1	0.000401010263510836	0.000386978967304217	0.000656096227446692	274
cpagomiscuentas_rank_max12_lag3	0.000400081798387274	0.000333216884267615	0.000874794969928923	275
ccheques_emitidos_rank_max12_lag2	0.000399757673266445	0.000738814243279641	0.000929469655549481	276
ccajas_trx_rank_min12_lag1	0.000399639371409147	0.000190640177650043	0.000874794969928923	277
tcallcenter_ratioavg12	0.000399194176659123	0.000230456190669427	0.000273373428102788	278
mcaja_ahorro_delta1	0.000399042999761888	0.000542178369587337	0.000656096227446692	279
mcaja_ahorro_adicional_rank_avg12_lag2	0.000398716001378446	0.000291689262074004	0.000820120284308365	280
matm_other_rank_max12_lag3	0.000396997744659802	0.00177298065978523	0.000820120284308365	281
mforex_sell_rank_max12	0.000396763046303303	0.000743240120256783	0.00071077091306725	282
mv_mpagominimo_rank	0.000395434713724352	0.000269080491581312	0.000437397484964461	283
mpagodeservicios_rank_tend12	0.00039490940475646	0.00117653381391448	0.000820120284308365	284
ccuenta_debitos_automaticos_rank_min12_delta2	0.000394702891996905	0.000968385933744635	0.000820120284308365	285
mtarjeta_visa_debitos_automaticos_ratiomax12_lag1	0.000394448467963925	0.000819935065464038	0.000382722799343904	286
ctarjeta_visa_trx_ratiomax12	0.000394067748704909	0.000351983817994489	0.000218698742482231	287
ccajas_extracciones_rank_min12_lag2	0.000393996894831909	0.000145598186323553	0.000765445598687808	288
ccallcenter_trx_rank_tend12_delta2	0.000393994309221818	0.000432797428275819	0.000601421541826135	289
mactivos_margen_min12	0.00039382739843857	0.000470493341568548	0.000546746856205577	290
mv_Finiciomora_lag1	0.000393349903953652	0.000289005377865898	0.000218698742482231	291
matm_rank_tend12	0.000393279512282246	0.000275052555938722	0.000874794969928923	292
mrentabilidad_annual_ratiomax12_delta1	0.000392962865039435	0.000362320992139423	0.000765445598687808	293
mrentabilidad_vs_anual_tend12_delta2	0.000392202296547933	0.000568439923367037	0.000765445598687808	294
ctrx_quarter_tend12_lag1	0.000391583706598186	0.000154449940277837	0.000437397484964461	295
mcheques_emitidos_rank_min12_lag1	0.000389403460354906	0.000238339045544809	0.000929469655549481	296
mcaja_ahorro_lag3	0.000388730766717912	1.55597764970612e-05	0.000164024056861673	297
ccaja_ahorro_ratioavg12_delta3	0.000387902376395864	0.00262977777766225	0.000382722799343904	298
mv_Finiciomora	0.000387411263276932	0.0016615842733514	0.000437397484964461	299
ccomisiones_mantenimiento_delta1	0.00038735666421833	0.000808453442581307	0.000273373428102788	300
ccallcenter_trx_avg12	0.000387277325411605	0.000398389695132394	0.000656096227446692	301
